,Date,Win_Score,Lose_Score,Home,Away,WinnerHome,KenPomRank_Away,KenPomVal_Away,BPIrank_Away,BPIval_Away,SRS_Away,SOS_Away,o_eff_Away,d_eff_Away,ppg_Away,papg_Away,Pace_Away,Three_Par_Away,True_Shoot_Away,Tov_Away,Opp_Three_Par_Away,Opp_True_Shoot_Away,Opp_Tov_Away,KenPomRank_Home,KenPomVal_Home,BPIrank_Home,BPIval_Home,SRS_Home,SOS_Home,o_eff_Home,d_eff_Home,ppg_Home,papg_Home,Pace_Home,Three_Par_Home,True_Shoot_Home,Tov_Home,Opp_Three_Par_Home,Opp_True_Shoot_Home,Opp_Tov_Home
10,2016-11-11,78,47,Louisville,Evansville,1,154.0,+0.83,167,-0.2,1.45,2.42,103.49,99.80,69.3,68.5,67.0,.197,.536,15.4,.397,.529,16.4,9.0,+25.51,6,17.8,22.47,11.15,118.44,85.52,77.3,66.0,68.5,.321,.543,13.4,.356,.500,17.0
11,2016-11-11,92,69,Gonzaga,Utah Valley,1,147.0,+1.25,195,-1.4,-1.22,-2.44,99.22,99.58,76.9,72.9,75.5,.462,.547,17.9,.329,.500,16.0,1.0,+32.05,1,20.4,25.26,4.13,119.23,82.51,82.6,61.5,70.9,.329,.596,14.2,.321,.443,14.9
12,2016-11-11,109,65,Purdue,McNeese State,1,316.0,-14.01,335,-11.7,-14.28,-4.12,92.57,109.99,70.4,79.0,72.4,.346,.514,16.9,.317,.544,15.4,19.0,+23.12,14,16.1,20.13,8.79,118.48,88.85,79.7,68.4,70.0,.383,.589,16.1,.339,.503,14.7
13,2016-11-11,119,80,UCLA,Pacific,1,246.0,-6.98,233,-3.6,-4.57,2.09,98.61,103.88,66.8,71.8,68.0,.289,.489,14.6,.412,.556,15.2,16.0,+23.63,12,16.8,20.67,6.39,124.63,95.78,89.8,75.5,74.2,.376,.618,13.4,.358,.512,13.7
14,2016-11-11,81,63,Saint Mary's (CA),Nevada,1,54.0,+13.31,49,9.0,10.49,2.03,113.89,98.08,79.8,71.3,70.9,.402,.561,13.4,.355,.512,14.0,15.0,+23.67,13,16.6,16.75,2.19,119.63,91.48,72.0,57.5,61.3,.414,.602,15.2,.277,.484,13.6
15,2016-11-11,67,58,Connecticut,Wagner,0,247.0,-7.00,217,-2.7,-7.13,-7.89,97.28,105.39,68.2,65.8,65.0,.325,.516,17.6,.358,.509,15.9,96.0,+6.53,91,4.5,7.23,6.61,105.56,93.53,67.3,66.3,65.4,.347,.528,16.0,.398,.496,13.7
16,2016-11-11,83,55,Syracuse,Colgate,1,268.0,-8.85,272,-5.8,-8.47,-3.60,96.56,107.27,67.0,71.0,66.4,.432,.547,19.3,.388,.556,15.7,55.0,+13.31,35,10.4,13.70,8.47,117.39,96.51,76.3,71.1,67.9,.406,.570,15.5,.428,.527,16.6
17,2016-11-11,87,59,West Virginia,Mount St. Mary's,1,209.0,-3.86,205,-1.9,-4.29,-3.51,97.27,101.47,67.9,68.7,68.4,.369,.536,17.1,.274,.525,18.5,7.0,+27.17,8,17.6,24.45,9.67,118.49,84.37,81.5,66.7,71.4,.325,.545,14.1,.363,.527,24.0
18,2016-11-11,78,73,Texas,Incarnate Word,1,304.0,-12.61,318,-9.5,-12.14,-5.62,98.01,112.74,76.3,80.0,73.3,.372,.563,16.6,.271,.546,14.6,70.0,+10.51,70,6.4,10.99,12.75,105.21,88.78,67.1,68.9,68.5,.335,.515,17.1,.346,.515,15.8
19,2016-11-11,89,82,Creighton,Missouri-Kansas City,1,219.0,-4.42,257,-5.0,-4.97,-1.06,101.61,106.89,76.9,78.7,74.5,.408,.550,17.3,.365,.552,17.3,28.0,+18.83,27,12.0,17.27,8.95,116.88,91.79,81.8,72.8,72.9,.358,.592,15.2,.368,.525,16.8
20,2016-11-11,84,61,Rhode Island,Dartmouth,1,305.0,-12.89,295,-7.2,-11.15,-3.45,96.44,110.83,67.1,74.8,68.2,.386,.534,19.1,.357,.560,14.0,34.0,+16.26,34,10.4,12.88,4.62,111.77,91.83,73.6,65.4,67.4,.323,.538,14.0,.300,.503,16.8
21,2016-11-11,113,71,Iowa State,Savannah State,1,,,,,,,,,,,,,,,,,,17.0,+23.45,21,14.7,20.51,11.94,119.92,90.84,80.8,72.3,70.6,.393,.572,12.6,.359,.518,16.7
22,2016-11-11,62,56,Maryland,American,1,307.0,-12.94,304,-8.0,-10.30,-3.50,93.08,106.99,61.5,68.3,65.2,.343,.522,18.3,.306,.560,17.8,46.0,+14.34,51,8.9,12.79,8.29,113.29,93.65,73.9,68.1,68.1,.411,.557,16.3,.328,.507,15.9
23,2016-11-11,96,62,Missouri State,Alabama A&M,1,351.0,-30.34,351,-19.2,-26.99,-11.09,86.44,124.44,61.9,77.8,65.4,.289,.487,17.3,.341,.563,11.8,134.0,+2.27,127,2.0,2.84,1.18,108.05,102.48,72.8,69.0,66.4,.393,.545,15.6,.356,.535,14.8
24,2016-11-11,87,81,Penn State,Albany (NY),0,129.0,+2.66,115,2.8,-0.16,-4.69,105.08,103.47,71.3,65.7,65.3,.266,.555,15.6,.432,.536,15.7,87.0,+7.30,88,4.5,7.90,8.90,104.89,92.49,71.7,72.7,71.5,.341,.515,15.8,.340,.525,17.7
25,2016-11-11,69,44,Loyola (IL),Alcorn State,1,285.0,-10.50,288,-6.9,-12.33,-10.95,90.96,106.64,69.4,68.0,69.2,.359,.515,17.3,.322,.500,16.1,97.0,+6.45,98,3.9,5.15,1.02,108.25,98.95,73.4,66.8,66.9,.379,.584,15.8,.339,.540,19.0
26,2016-11-11,86,66,Alabama-Birmingham,Arkansas-Pine Bluff,1,348.0,-25.28,347,-15.5,-22.81,-10.28,80.34,111.00,61.8,72.5,68.7,.360,.494,22.4,.399,.561,20.6,196.0,-2.52,163,0.1,-1.17,-1.83,102.35,102.86,71.8,70.2,67.8,.322,.556,17.3,.377,.524,14.7
27,2016-11-11,76,66,North Dakota State,Arkansas State,1,124.0,+2.99,129,1.9,0.87,-2.10,103.43,100.56,73.3,69.1,68.8,.323,.547,16.2,.352,.527,16.7,167.0,+0.19,157,0.6,-1.31,-2.63,101.80,102.51,74.8,71.5,68.8,.372,.561,14.8,.374,.532,15.5
28,2016-11-11,96,68,Dayton,Austin Peay,1,289.0,-11.08,303,-7.8,-11.00,-2.32,102.27,116.09,77.7,83.8,71.8,.373,.569,15.4,.380,.587,16.0,39.0,+15.57,36,10.2,12.98,4.27,111.80,92.02,75.9,66.4,69.4,.381,.571,15.0,.394,.515,18.8
29,2016-11-11,85,64,Saint Louis,Ball State,0,180.0,-0.62,155,0.7,-1.45,-3.57,102.58,103.37,78.7,75.5,72.7,.418,.571,17.5,.358,.524,15.1,273.0,-9.58,287,-6.8,-6.09,1.85,94.22,102.19,61.4,69.3,65.5,.388,.502,17.9,.377,.541,14.8
30,2016-11-11,100,53,St. John's (NY),Bethune-Cookman,1,340.0,-20.45,341,-13.8,-19.44,-11.21,90.94,116.17,71.1,77.8,70.1,.352,.498,15.3,.356,.557,17.3,99.0,+6.26,102,3.8,6.45,8.39,109.60,98.42,76.8,78.7,73.9,.382,.541,15.6,.338,.558,17.7
31,2016-11-11,87,77,Northeastern,Boston University,1,192.0,-1.68,179,-0.6,-2.43,-3.66,100.30,102.19,73.1,70.8,69.8,.419,.547,17.2,.417,.533,18.2,159.0,+0.63,151,1.0,-0.78,-0.91,104.37,104.21,72.1,71.9,67.2,.433,.563,16.4,.364,.548,15.0
32,2016-11-11,78,70,Oakland,Bowling Green State,1,249.0,-7.16,244,-4.4,-6.00,-2.00,97.90,104.98,73.6,76.7,72.7,.329,.514,15.1,.357,.559,17.7,103.0,+5.90,101,3.8,4.22,-3.00,103.39,96.62,79.4,71.1,74.5,.359,.558,16.0,.325,.492,16.4
33,2016-11-11,84,55,Cincinnati,Brown,1,277.0,-9.84,267,-5.5,-8.55,-4.08,101.64,111.98,75.8,77.9,72.1,.401,.566,17.6,.369,.595,19.4,23.0,+22.18,20,14.8,18.43,5.49,116.04,88.07,74.3,61.3,65.1,.361,.547,12.9,.370,.491,17.4
34,2016-11-11,76,66,Niagara,Buffalo,0,122.0,+3.14,124,2.1,0.92,-1.01,102.44,99.46,77.7,74.2,72.9,.374,.545,16.6,.351,.516,15.1,256.0,-7.90,271,-5.8,-8.34,-4.37,98.18,107.98,74.2,78.2,71.8,.328,.519,15.4,.351,.538,13.8
35,2016-11-11,77,68,Pepperdine,Cal Poly,1,306.0,-12.93,311,-8.7,-10.71,-4.22,97.94,112.19,67.2,72.3,66.7,.421,.507,14.0,.278,.557,15.6,303.0,-12.26,309,-8.5,-10.00,1.87,99.48,112.15,69.0,80.3,69.8,.266,.517,15.8,.372,.585,13.7
36,2016-11-11,71,55,Portland,UC-Riverside,1,311.0,-13.63,299,-7.4,-11.39,-3.87,90.22,104.85,65.3,69.5,69.7,.331,.497,16.9,.399,.523,17.1,280.0,-10.24,269,-5.7,-5.81,2.32,97.13,104.78,67.1,72.2,67.5,.320,.526,16.8,.413,.531,14.5
37,2016-11-11,102,65,Oklahoma State,Campbell,1,278.0,-10.04,263,-5.3,-9.68,-7.59,97.45,109.91,71.7,70.4,67.8,.401,.568,16.9,.353,.535,15.4,22.0,+22.48,26,12.4,19.19,12.22,125.05,97.65,85.7,78.5,72.7,.357,.583,15.1,.345,.575,17.9
38,2016-11-11,82,69,Tennessee,Chattanooga,0,114.0,+4.32,106,3.5,1.10,-2.08,103.03,99.51,74.6,68.8,68.1,.388,.567,16.8,.304,.541,19.0,57.0,+12.62,62,7.2,11.28,10.18,110.71,93.31,74.5,73.0,71.5,.304,.521,14.9,.336,.529,16.8
39,2016-11-11,81,68,College of Charleston,Citadel,1,288.0,-11.03,293,-7.1,-12.86,-2.93,101.28,115.34,89.8,94.6,82.6,.494,.541,14.7,.337,.604,18.3,89.0,+7.25,93,4.4,3.99,-0.19,103.77,96.13,69.0,64.6,65.6,.360,.539,14.0,.383,.506,16.2
40,2016-11-11,70,53,Alabama,Coastal Carolina,1,207.0,-3.56,218,-2.8,-3.94,-1.48,99.62,103.33,72.6,73.3,71.0,.399,.514,15.6,.468,.529,14.8,56.0,+13.08,58,7.8,11.29,7.47,105.39,88.25,68.5,64.7,67.4,.372,.515,17.3,.340,.500,17.3
41,2016-11-11,73,66,Stony Brook,Columbia,0,235.0,-6.26,212,-2.4,-5.67,-3.13,98.94,105.51,71.9,72.7,69.5,.364,.532,16.0,.448,.544,17.6,213.0,-4.10,207,-1.9,-4.71,-5.05,99.85,104.79,69.2,68.9,66.9,.407,.510,13.0,.363,.544,17.3
42,2016-11-11,74,72,Hofstra,Coppin State,1,343.0,-21.99,348,-16.9,-21.51,-8.01,87.23,115.68,66.2,78.8,70.5,.384,.482,16.7,.394,.570,16.4,188.0,-1.35,176,-0.4,-2.35,-1.90,108.91,110.69,77.3,76.7,69.0,.415,.550,13.2,.338,.553,13.2
43,2016-11-11,68,62,Binghamton,Cornell,1,263.0,-8.67,265,-5.3,-8.40,-1.55,97.08,107.05,71.5,77.2,71.3,.437,.553,18.3,.342,.550,13.7,314.0,-13.77,297,-7.2,-11.99,-5.79,93.21,109.12,68.0,70.9,67.4,.390,.538,16.4,.379,.544,15.2
44,2016-11-11,78,65,Monmouth,Drexel,1,250.0,-7.19,231,-3.6,-7.43,-2.56,100.10,108.79,74.9,78.4,71.4,.373,.526,15.7,.360,.557,15.3,81.0,+8.61,77,5.7,4.94,-2.62,106.12,98.15,81.2,73.6,74.2,.382,.551,14.5,.380,.511,16.9
45,2016-11-11,93,90,Pittsburgh,Eastern Michigan,1,148.0,+1.20,132,1.8,-0.18,0.16,103.82,102.46,77.8,73.0,71.2,.301,.538,14.3,.399,.537,19.2,79.0,+8.72,71,6.2,9.25,11.06,113.86,99.92,72.8,74.7,67.2,.399,.555,15.5,.362,.539,12.4
46,2016-11-11,91,70,Seton Hall,Fairleigh Dickinson,1,267.0,-8.78,247,-4.4,-9.28,-5.31,100.09,111.42,72.8,75.0,70.2,.354,.544,16.5,.347,.548,16.7,51.0,+13.63,53,8.4,12.10,9.25,110.37,92.15,73.2,70.4,69.0,.307,.526,16.4,.335,.530,15.5
47,2016-11-11,84,73,South Florida,Florida A&M,1,345.0,-22.61,345,-14.9,-20.88,-11.85,88.46,115.27,71.8,78.8,72.2,.299,.508,16.1,.407,.555,16.7,292.0,-11.28,298,-7.3,-7.28,2.39,96.27,105.01,64.8,74.5,69.2,.299,.504,20.2,.411,.544,16.2
48,2016-11-11,80,59,Florida,Florida Gulf Coast,1,108.0,+5.07,78,5.4,2.26,-3.42,107.20,102.02,79.4,69.3,69.3,.315,.579,15.3,.388,.517,16.2,5.0,+27.50,5,18.1,22.40,11.01,117.61,85.10,77.9,66.5,70.1,.366,.556,14.6,.314,.498,18.1
49,2016-11-11,96,59,East Tennessee State,Fordham,1,202.0,-3.05,215,-2.5,-1.97,1.36,96.53,98.25,65.3,67.7,66.8,.444,.520,17.2,.384,.568,22.7,67.0,+11.10,76,6.1,7.31,-2.11,106.66,95.47,79.5,69.7,71.4,.352,.587,18.0,.394,.528,19.2
50,2016-11-11,73,71,Presbyterian,Furman,1,106.0,+5.21,95,4.2,1.46,-3.75,104.59,100.98,74.0,66.3,67.4,.427,.579,16.8,.410,.522,17.6,350.0,-29.20,349,-17.3,-23.63,-5.95,84.21,117.85,61.2,74.8,66.1,.323,.499,19.7,.438,.572,15.1
51,2016-11-11,72,44,Southern Methodist,Gardner-Webb,1,181.0,-0.76,144,1.3,-3.08,-5.71,99.33,102.37,77.2,70.3,71.4,.290,.555,17.1,.355,.518,18.1,11.0,+24.73,17,15.5,18.71,4.45,120.93,90.91,74.3,60.0,63.7,.365,.574,14.3,.455,.488,16.0
52,2016-11-11,74,64,Clemson,Georgia,1,61.0,+12.39,68,6.5,11.13,10.28,108.73,91.96,71.6,70.4,69.7,.283,.536,16.3,.363,.509,14.6,45.0,+14.46,39,10.0,13.22,9.98,115.83,95.51,74.8,71.5,67.7,.345,.547,13.6,.369,.549,17.3
53,2016-11-11,81,79,North Carolina State,Georgia Southern,1,195.0,-2.08,153,0.7,-3.63,-2.83,102.64,106.50,75.5,73.3,70.5,.438,.549,14.6,.411,.531,16.5,109.0,+4.98,87,4.8,6.09,8.09,111.92,102.33,77.6,79.6,71.9,.335,.558,16.1,.356,.546,13.4
54,2016-11-11,72,57,East Carolina,Grambling,1,327.0,-16.24,322,-10.3,-17.29,-11.89,90.54,113.04,71.5,73.1,69.8,.299,.514,16.4,.375,.571,21.3,191.0,-1.49,189,-1.0,-0.49,1.33,96.03,95.77,63.3,65.1,66.8,.372,.493,17.8,.340,.483,14.4
55,2016-11-11,75,60,Central Connecticut,Hartford,1,334.0,-18.41,331,-11.1,-15.85,-5.56,89.45,109.65,66.8,77.0,70.0,.428,.510,18.1,.334,.550,15.7,,,,,,,,,,,,,,,,,
56,2016-11-11,80,70,Stanford,Harvard,1,112.0,+4.73,105,3.5,2.30,-2.24,104.86,99.65,71.9,65.8,67.3,.412,.556,16.6,.349,.505,16.3,102.0,+5.91,125,2.1,6.39,8.59,104.69,94.35,69.7,71.1,69.4,.280,.521,16.1,.400,.552,18.2
57,2016-11-11,93,67,Texas Tech,Houston Baptist,1,221.0,-5.08,243,-4.3,-7.30,-4.44,101.62,109.54,78.7,77.4,72.9,.298,.539,15.3,.362,.560,16.3,41.0,+15.11,40,9.9,14.11,7.86,115.27,93.60,73.3,67.1,65.9,.325,.565,14.6,.425,.543,18.1
58,2016-11-11,76,58,Michigan,Howard,1,338.0,-19.79,338,-12.8,-16.97,-7.97,87.10,110.19,63.6,71.6,68.4,.318,.480,18.2,.368,.526,15.6,20.0,+23.05,16,15.6,18.80,10.17,123.68,94.53,75.0,66.4,63.8,.451,.601,12.8,.288,.542,17.0
59,2016-11-11,81,70,New Mexico,Idaho State,1,332.0,-17.91,328,-10.8,-15.10,-3.37,94.66,114.67,69.8,80.2,70.1,.386,.537,16.6,.400,.587,16.0,119.0,+3.44,130,1.9,3.04,2.07,105.94,100.39,73.6,72.7,70.5,.262,.553,16.3,.400,.540,16.6
60,2016-11-11,82,80,San Francisco,Illinois-Chicago,1,238.0,-6.40,245,-4.4,-5.95,-3.63,98.66,105.31,76.4,76.5,74.0,.353,.547,19.0,.295,.514,14.3,111.0,+4.74,119,2.5,3.80,0.42,102.38,95.51,71.6,67.3,69.4,.442,.542,16.0,.329,.510,16.8
61,2016-11-11,73,70,Murray State,Illinois State,1,49.0,+14.00,64,7.2,10.30,2.71,106.79,89.94,69.1,61.3,65.8,.404,.536,15.9,.388,.481,16.7,197.0,-2.61,197,-1.5,-3.06,-4.41,105.31,107.82,80.0,77.1,71.1,.394,.551,14.4,.369,.551,15.8
62,2016-11-11,80,78,Northern Illinois,Indiana State,1,199.0,-2.78,192,-1.2,-1.02,3.18,98.72,98.81,70.0,72.7,70.1,.397,.515,15.8,.310,.519,15.6,205.0,-3.47,200,-1.6,-3.29,-2.05,97.06,100.31,72.2,70.7,69.3,.273,.516,16.1,.413,.537,18.5
63,2016-11-11,92,83,Arkansas,Purdue-Fort Wayne,1,153.0,+0.84,121,2.5,0.38,-3.19,106.32,105.09,86.9,78.8,75.1,.412,.599,15.8,.420,.558,16.7,35.0,+16.25,45,9.6,14.04,8.60,116.19,95.76,79.3,73.9,71.7,.295,.558,14.3,.367,.519,15.7
64,2016-11-11,97,87,Eastern Kentucky,IUPUI,1,198.0,-2.76,199,-1.6,-4.29,-1.62,104.09,107.90,78.1,78.7,72.0,.380,.551,15.0,.344,.577,16.7,272.0,-9.44,270,-5.7,-8.65,-2.44,96.26,107.31,70.9,75.2,69.7,.419,.533,17.3,.362,.550,16.8
65,2016-11-11,84,73,Tulsa,Jacksonville State,0,157.0,+0.63,171,-0.2,-2.85,-3.24,103.16,105.33,69.5,67.9,65.3,.367,.559,18.0,.366,.524,14.4,144.0,+1.44,160,0.2,2.45,5.29,103.96,98.85,67.4,70.3,67.8,.408,.536,19.0,.391,.537,16.0
66,2016-11-11,62,55,Old Dominion,James Madison,1,223.0,-5.31,234,-3.6,-5.64,-1.83,96.40,102.95,66.5,69.7,65.8,.363,.541,18.7,.428,.550,15.8,120.0,+3.44,122,2.2,1.94,-1.35,98.75,93.81,64.5,61.2,63.8,.275,.487,14.5,.381,.507,17.6
67,2016-11-11,91,74,Iowa,Kennesaw State,1,252.0,-7.52,261,-5.2,-8.44,-5.97,99.96,110.48,75.0,76.8,71.5,.256,.542,16.3,.314,.557,15.3,71.0,+10.48,79,5.4,10.01,7.54,113.29,98.21,80.5,78.1,72.8,.373,.554,16.0,.368,.535,16.4
68,2016-11-11,97,92,Temple,La Salle,1,140.0,+1.80,133,1.7,1.91,2.94,110.06,105.85,75.5,76.6,69.1,.420,.575,16.6,.384,.573,15.8,118.0,+3.93,110,2.9,4.84,5.09,107.77,99.33,70.9,71.2,67.9,.421,.526,14.5,.351,.527,15.8
69,2016-11-11,86,74,Minnesota,Louisiana,1,146.0,+1.29,114,2.8,-0.64,-3.28,108.17,107.49,81.9,76.3,73.3,.333,.559,15.4,.334,.562,18.1,37.0,+16.00,41,9.8,14.56,8.82,109.07,87.65,75.2,69.4,70.3,.299,.528,14.0,.332,.484,15.0
70,2016-11-11,85,76,South Carolina,Louisiana Tech,1,93.0,+7.06,89,4.5,5.20,-4.35,106.91,98.19,77.5,66.8,70.8,.364,.563,15.2,.343,.501,17.2,24.0,+20.80,28,11.4,17.52,10.16,109.79,83.76,73.2,65.2,69.9,.334,.518,15.5,.349,.507,21.0
71,2016-11-11,65,60,Duquesne,Loyola (MD),1,227.0,-5.82,255,-4.9,-6.32,-3.60,95.46,103.35,65.9,68.2,67.2,.300,.511,18.9,.328,.551,19.0,224.0,-5.32,229,-3.4,-3.06,0.69,100.18,103.30,70.5,74.3,71.0,.369,.523,17.4,.343,.533,15.2
72,2016-11-11,80,67,Virginia Tech,Maine,1,337.0,-19.62,333,-11.2,-16.33,-4.01,88.86,110.12,64.7,75.0,69.2,.359,.489,16.5,.347,.556,14.6,50.0,+13.80,52,8.8,12.77,8.38,117.40,98.49,79.1,74.7,69.8,.397,.603,15.5,.359,.538,14.3
73,2016-11-11,76,64,Bucknell,Manhattan,1,287.0,-10.64,280,-6.2,-9.67,-2.61,94.53,106.18,70.6,77.7,71.8,.351,.521,19.7,.325,.563,17.5,76.0,+9.38,81,5.2,5.89,-2.48,107.33,98.12,76.3,67.9,70.7,.384,.578,16.8,.313,.509,17.3
74,2016-11-11,75,71,George Washington,Maryland-Eastern Shore,1,321.0,-14.83,320,-9.6,-13.77,-7.61,94.48,112.49,71.3,76.0,69.6,.380,.520,15.4,.384,.558,17.2,132.0,+2.32,147,1.1,2.37,2.11,107.12,102.54,69.9,69.7,67.0,.383,.538,16.6,.324,.532,14.2
75,2016-11-11,90,76,Massachusetts,Massachusetts-Lowell,1,295.0,-11.50,275,-6.0,-10.13,-6.40,101.11,113.71,78.4,81.2,73.0,.363,.580,18.5,.369,.568,15.5,158.0,+0.63,152,1.0,1.63,1.66,99.83,96.13,71.8,71.9,73.0,.407,.525,17.8,.324,.516,17.0
76,2016-11-11,94,63,Northwestern,Mississippi Valley State,1,344.0,-22.54,340,-13.6,-20.54,-7.11,91.63,118.72,69.8,83.3,72.1,.262,.496,17.0,.393,.591,16.8,38.0,+15.81,47,9.4,14.02,8.43,111.60,90.43,71.1,65.5,66.5,.356,.534,13.8,.345,.497,15.3
77,2016-11-11,75,61,Southern California,Montana,1,194.0,-2.06,194,-1.3,-2.67,-4.02,103.84,105.88,74.7,73.4,68.7,.355,.550,13.7,.337,.558,16.1,53.0,+13.45,57,7.8,11.48,6.40,114.63,96.98,78.2,73.1,70.1,.366,.560,13.7,.365,.527,15.3
78,2016-11-11,69,65,Washington State,Montana State,1,240.0,-6.51,250,-4.5,-6.14,-5.88,100.52,107.56,80.0,79.1,71.7,.433,.554,14.5,.387,.565,16.1,193.0,-1.73,225,-3.1,0.13,6.87,104.05,102.91,70.3,76.6,69.4,.330,.553,16.5,.368,.548,12.7
79,2016-11-11,93,52,Houston,Morgan State,1,324.0,-15.47,324,-10.4,-15.03,-11.20,87.19,106.34,67.5,70.7,70.3,.302,.478,16.6,.333,.519,17.5,52.0,+13.61,48,9.2,12.20,3.42,114.46,95.06,73.7,64.9,65.8,.358,.546,12.7,.386,.515,17.8
80,2016-11-11,79,73,Boston College,Nicholls State,0,315.0,-13.77,321,-9.7,-14.57,-5.23,95.03,113.50,74.7,79.5,72.2,.446,.546,17.5,.345,.563,17.8,173.0,-0.27,158,0.5,2.20,8.08,104.11,99.52,72.5,78.4,72.5,.364,.541,17.9,.352,.574,15.4
81,2016-11-11,78,74,Mississippi State,Norfolk State,1,299.0,-11.92,300,-7.5,-12.07,-8.57,91.24,106.97,69.8,71.5,70.6,.340,.517,18.0,.388,.506,14.8,88.0,+7.27,99,3.9,7.12,5.90,107.40,95.89,72.5,71.3,70.8,.385,.540,16.8,.341,.522,17.0
82,2016-11-11,80,65,Virginia Commonwealth,North Carolina-Asheville,1,110.0,+4.85,94,4.3,0.84,-5.61,104.56,101.69,77.1,68.5,69.5,.351,.570,14.7,.387,.541,20.7,48.0,+14.07,42,9.7,11.57,3.77,109.80,91.91,74.7,66.9,69.0,.294,.544,15.3,.315,.517,18.5
83,2016-11-11,83,66,Auburn,North Florida,1,255.0,-7.64,223,-3.1,-7.78,-1.65,98.40,107.64,77.6,78.6,73.3,.415,.554,18.5,.335,.538,14.1,82.0,+8.52,82,5.2,8.17,7.33,111.05,98.51,80.4,79.6,75.2,.401,.544,15.5,.388,.545,17.1
84,2016-11-11,67,64,Santa Clara,Northern Arizona,1,323.0,-15.28,332,-11.1,-13.92,-5.95,91.97,109.65,69.3,76.1,71.1,.394,.504,17.5,.392,.552,14.9,125.0,+2.81,118,2.6,2.69,2.03,105.34,100.06,66.8,65.4,63.8,.466,.551,14.6,.329,.543,17.1
