,Date,Win_Score,Lose_Score,Home,Away,WinnerHome,KenPomRank_Away,KenPomVal_Away,BPIrank_Away,BPIval_Away,SRS_Away,SOS_Away,o_eff_Away,d_eff_Away,ppg_Away,papg_Away,Pace_Away,Three_Par_Away,True_Shoot_Away,Tov_Away,Opp_Three_Par_Away,Opp_True_Shoot_Away,Opp_Tov_Away,KenPomRank_Home,KenPomVal_Home,BPIrank_Home,BPIval_Home,SRS_Home,SOS_Home,o_eff_Home,d_eff_Home,ppg_Home,papg_Home,Pace_Home,Three_Par_Home,True_Shoot_Home,Tov_Home,Opp_Three_Par_Home,Opp_True_Shoot_Home,Opp_Tov_Home
54,2017-11-10,84,75,George Washington,Howard,1,335.0,-19.04,335,-11.9,-17.26,-9.75,94.05,117.08,74.2,80.4,71.3,.387,.527,16.0,.361,.562,16.5,192.0,-2.66,199,-1.9,-0.72,2.13,102.58,103.14,67.4,70.3,66.3,.301,.526,16.5,.340,.541,14.9
55,2017-11-10,88,64,Nevada,Idaho,1,126.0,+3.54,148,1.2,0.82,-3.94,106.28,103.68,75.2,68.8,68.0,.388,.577,16.9,.423,.524,14.4,25.0,+18.39,31,11.2,14.44,4.93,119.02,97.88,82.6,73.1,70.5,.404,.582,12.0,.386,.526,15.6
56,2017-11-10,94,74,Arizona State,Idaho State,1,226.0,-5.70,264,-6.0,-5.77,-3.70,100.53,107.58,73.7,74.4,70.8,.389,.575,17.5,.344,.544,14.9,49.0,+14.13,46,9.2,14.37,6.56,117.43,97.37,82.7,74.8,72.2,.413,.576,13.0,.399,.540,17.6
57,2017-11-10,90,69,Indiana,Indiana State,0,138.0,+2.63,183,-0.5,1.54,2.43,103.47,99.79,72.5,72.7,70.1,.415,.533,17.4,.369,.550,17.6,71.0,+10.44,78,6.6,9.89,8.25,109.52,94.63,71.9,70.3,67.5,.341,.538,15.7,.365,.539,17.1
58,2017-11-10,69,67,Albany (NY),Iona,1,137.0,+2.63,116,3.1,0.76,-2.19,108.12,106.00,79.5,76.5,71.5,.408,.569,14.3,.354,.545,16.3,151.0,+1.71,133,1.9,0.01,-5.41,104.58,103.34,74.2,68.2,67.3,.273,.550,14.7,.362,.533,15.2
59,2017-11-10,74,59,Missouri,Iowa State,1,103.0,+6.58,95,4.6,6.88,9.49,109.50,99.05,72.8,75.5,69.6,.349,.529,14.7,.397,.537,14.0,40.0,+14.83,49,9.1,13.81,9.19,112.73,92.50,72.7,68.1,67.3,.453,.573,18.3,.362,.504,14.1
60,2017-11-10,85,71,Oakland,Purdue-Fort Wayne,1,165.0,+0.50,162,0.2,-1.49,-3.24,104.40,105.48,82.3,76.8,74.6,.446,.570,14.1,.376,.559,18.1,175.0,-0.23,155,1.0,-1.82,-3.76,104.61,105.48,78.2,76.2,72.2,.398,.562,15.9,.307,.538,14.8
61,2017-11-10,96,67,Alabama-Birmingham,Jacksonville,1,320.0,-14.27,323,-9.2,-13.39,-6.12,91.08,108.88,72.9,75.2,72.4,.302,.525,17.1,.387,.536,16.7,109.0,+6.32,105,3.8,4.90,-0.65,108.05,100.11,76.8,69.8,69.4,.334,.575,16.5,.437,.524,15.9
62,2017-11-10,82,64,Butler,Kennesaw State,1,309.0,-12.82,307,-8.1,-11.17,-4.31,95.74,110.32,72.7,77.6,71.4,.247,.531,16.6,.340,.562,16.3,20.0,+19.05,21,12.4,16.92,10.55,116.31,91.85,78.9,72.6,69.6,.374,.570,13.9,.376,.557,17.5
63,2017-11-10,67,65,George Mason,Lafayette,1,275.0,-10.17,273,-6.2,-9.78,-6.04,98.23,111.20,71.2,74.4,68.9,.414,.566,17.4,.380,.543,13.0,220.0,-5.17,219,-3.0,-2.99,0.83,100.50,103.80,71.8,75.7,69.6,.362,.529,15.9,.395,.546,14.1
64,2017-11-10,74,67,Tulsa,Lamar,0,203.0,-3.72,192,-1.4,-5.19,-7.22,98.32,104.35,75.8,69.6,71.1,.370,.524,15.3,.348,.540,20.6,110.0,+6.02,111,3.5,4.96,2.38,106.84,98.65,73.5,70.9,68.1,.410,.549,16.1,.435,.519,15.3
65,2017-11-10,83,71,San Francisco,Long Beach State,0,,,,,,,,,,,,,,,,,,158.0,+0.97,174,-0.2,1.13,1.63,100.51,97.88,68.8,68.7,67.3,.437,.522,15.3,.315,.531,15.2
66,2017-11-10,102,96,Tulane,Long Island University,1,259.0,-8.27,241,-4.4,-8.61,-8.19,98.94,109.80,77.0,76.4,72.9,.397,.555,17.0,.336,.526,14.3,171.0,+0.04,170,0.0,1.21,2.08,105.23,102.92,73.2,74.1,69.7,.373,.548,16.5,.341,.539,14.9
67,2017-11-10,94,76,Mississippi,Louisiana,1,69.0,+11.14,55,8.6,7.58,-2.54,110.61,99.33,83.2,70.8,72.7,.391,.575,15.6,.322,.523,18.0,108.0,+6.42,104,3.9,6.85,9.16,110.06,99.68,75.8,78.1,70.7,.394,.523,13.6,.394,.550,14.9
68,2017-11-10,83,73,TCU,Louisiana-Monroe,1,230.0,-6.00,213,-2.7,-6.27,-3.31,98.37,106.47,69.8,68.3,67.0,.430,.538,15.5,.431,.533,17.1,,,,,,,,,,,,,,,,,
69,2017-11-10,85,65,Boston College,Maine,1,332.0,-17.46,330,-10.3,-14.64,-3.28,87.63,107.01,66.9,75.3,71.6,.398,.500,18.8,.399,.542,16.4,77.0,+10.21,80,6.4,9.00,7.20,112.45,99.22,76.4,74.6,70.1,.395,.554,15.5,.405,.548,15.5
70,2017-11-10,76,61,Stony Brook,Maryland,0,39.0,+15.03,39,10.2,13.78,7.94,114.10,93.62,73.1,66.9,66.6,.364,.584,17.9,.379,.504,14.2,223.0,-5.33,207,-2.4,-5.09,-2.28,94.22,100.45,68.9,70.3,69.6,.406,.512,17.2,.360,.540,18.7
71,2017-11-10,78,67,Southern Methodist,Maryland-Baltimore County,1,166.0,+0.50,156,0.7,-2.02,-3.84,100.78,102.28,73.1,68.5,69.2,.450,.550,15.5,.407,.535,18.7,84.0,+8.61,71,6.9,9.08,3.66,110.82,96.55,69.5,64.1,64.4,.404,.546,15.4,.434,.524,18.6
72,2017-11-10,74,69,Massachusetts,Massachusetts-Lowell,1,287.0,-11.00,279,-6.5,-9.54,-5.78,100.63,113.32,76.2,78.5,72.1,.361,.558,16.5,.330,.574,17.6,207.0,-4.09,195,-1.7,-1.66,1.10,105.59,106.96,71.9,74.7,67.3,.382,.553,16.5,.339,.552,14.4
73,2017-11-10,81,53,Houston,McNeese State,1,291.0,-11.47,300,-7.7,-12.06,-6.10,96.40,111.79,75.3,76.2,73.5,.334,.528,16.8,.334,.515,14.3,18.0,+20.24,18,13.4,15.99,4.16,114.31,90.59,76.7,64.9,68.5,.372,.563,14.9,.379,.502,16.8
74,2017-11-10,82,70,Alabama,Memphis,1,161.0,+0.78,160,0.5,1.80,2.16,106.53,103.11,70.8,71.2,66.3,.346,.545,17.4,.411,.539,16.2,57.0,+13.41,54,8.6,12.34,10.64,109.43,91.63,72.3,70.6,70.2,.355,.550,17.8,.379,.514,16.0
75,2017-11-10,88,79,Central Florida,Mercer,1,154.0,+1.27,119,2.9,-0.87,-3.50,110.45,109.17,75.3,69.8,65.8,.404,.588,16.3,.480,.553,15.6,111.0,+5.62,102,4.0,4.75,3.75,98.92,90.49,62.7,61.7,64.9,.331,.512,18.0,.340,.491,16.4
76,2017-11-10,55,54,Fordham,Miami (OH),0,194.0,-2.82,193,-1.5,-3.56,-1.15,97.76,101.78,72.0,70.7,68.7,.438,.540,16.7,.374,.530,16.0,292.0,-11.63,288,-7.0,-6.74,1.26,94.19,103.81,62.3,70.3,66.8,.468,.510,16.9,.336,.548,18.1
77,2017-11-10,85,80,Western Kentucky,Missouri State,0,120.0,+4.81,118,3.0,3.08,0.45,106.08,100.70,70.1,66.6,66.2,.362,.525,14.8,.367,.507,13.1,47.0,+14.45,52,8.8,11.08,3.65,113.76,97.02,78.4,70.4,69.7,.269,.574,14.5,.367,.522,16.0
78,2017-11-10,76,59,Binghamton,Morgan State,1,324.0,-14.82,324,-9.3,-15.67,-11.97,88.57,107.54,73.3,75.4,71.4,.254,.508,16.3,.388,.551,17.9,297.0,-11.93,265,-6.0,-10.29,-6.36,94.91,108.53,69.3,70.4,67.9,.378,.530,15.8,.352,.543,15.6
79,2017-11-10,80,59,Marquette,Mount St. Mary's,1,238.0,-6.36,246,-4.6,-8.15,-8.05,100.48,110.47,72.8,71.9,67.1,.480,.574,14.7,.374,.545,17.2,53.0,+13.68,50,9.0,12.50,9.70,119.09,100.52,81.3,78.5,70.4,.444,.601,15.4,.338,.577,15.9
80,2017-11-10,89,80,Montana State,Omaha,1,283.0,-10.67,267,-6.0,-9.88,0.33,100.62,112.87,76.5,83.5,72.6,.363,.550,15.9,.373,.578,14.0,270.0,-9.27,276,-6.4,-8.69,-3.53,98.79,109.99,76.1,78.9,72.1,.379,.533,14.9,.372,.571,16.1
81,2017-11-10,77,61,St. John's (NY),New Orleans,1,266.0,-8.95,260,-5.7,-9.01,-5.78,94.97,106.69,69.6,70.4,68.7,.247,.533,18.8,.342,.556,19.5,74.0,+10.31,83,6.3,10.29,10.69,106.38,91.50,73.1,72.6,71.1,.353,.528,14.7,.429,.537,19.3
82,2017-11-10,77,75,St. Bonaventure,Niagara,0,205.0,-3.99,212,-2.6,-4.84,-4.21,106.38,111.87,83.3,83.9,74.9,.357,.548,12.9,.346,.552,13.4,68.0,+11.21,60,8.0,8.87,2.61,109.69,95.99,77.1,70.8,69.4,.337,.561,14.3,.432,.531,17.7
83,2017-11-10,111,106,Texas-Rio Grande Valley,Nicholls State,0,185.0,-1.56,185,-0.7,-3.54,-5.86,99.76,103.17,82.5,75.3,76.9,.366,.568,17.4,.329,.534,19.6,260.0,-8.47,274,-6.2,-7.71,-2.84,96.64,105.94,75.5,78.3,75.8,.322,.507,15.4,.331,.546,17.9
84,2017-11-10,102,74,Auburn,Norfolk State,1,312.0,-13.14,315,-8.6,-12.98,-10.18,91.73,108.43,72.7,73.2,72.3,.355,.523,18.1,.443,.538,18.1,23.0,+18.69,23,12.2,15.97,7.29,115.61,93.00,81.9,73.2,73.4,.432,.557,14.1,.396,.537,18.2
85,2017-11-10,84,60,Rhode Island,North Carolina-Asheville,1,187.0,-1.91,175,-0.2,-3.92,-3.57,102.90,106.73,75.2,73.5,69.5,.366,.578,17.5,.387,.548,16.4,52.0,+13.93,36,10.5,11.81,4.61,111.11,93.46,76.0,68.8,69.2,.320,.539,13.1,.306,.547,20.0
86,2017-11-10,65,55,Illinois-Chicago,North Carolina Central,1,316.0,-13.41,272,-6.2,-13.19,-12.31,92.67,109.54,72.0,69.3,68.8,.311,.538,17.4,.387,.517,15.3,182.0,-0.84,182,-0.5,-2.91,-4.21,97.56,100.06,75.2,72.1,73.6,.330,.546,18.0,.338,.496,15.1
