,Date,Win_Score,Lose_Score,Home,Away,WinnerHome,KenPomRank_Away,KenPomVal_Away,BPIrank_Away,BPIval_Away,SRS_Away,SOS_Away,o_eff_Away,d_eff_Away,ppg_Away,papg_Away,Pace_Away,Three_Par_Away,True_Shoot_Away,Tov_Away,Opp_Three_Par_Away,Opp_True_Shoot_Away,Opp_Tov_Away,KenPomRank_Home,KenPomVal_Home,BPIrank_Home,BPIval_Home,SRS_Home,SOS_Home,o_eff_Home,d_eff_Home,ppg_Home,papg_Home,Pace_Home,Three_Par_Home,True_Shoot_Home,Tov_Home,Opp_Three_Par_Home,Opp_True_Shoot_Home,Opp_Tov_Home
20,2018-11-06,76,60,San Diego State,Arkansas-Pine Bluff,1,313.0,-13.14,315,-9.0,-14.43,-8.18,91.29,110.73,65.9,70.9,67.3,.341,.522,19.1,.330,.548,17.6,125.0,+4.83,103,4.1,5.29,2.47,104.71,97.38,71.7,67.4,68.9,.372,.539,15.8,.420,.512,16.6
21,2018-11-06,77,74,Northeastern,Boston University,0,231.0,-5.96,221,-3.1,-6.61,-5.39,101.25,109.88,72.3,72.3,68.1,.332,.556,16.5,.397,.569,16.4,89.0,+7.59,90,5.0,3.95,-0.70,109.98,103.60,75.4,70.8,66.3,.464,.597,15.1,.359,.550,14.9
22,2018-11-06,97,63,Rhode Island,Bryant,1,327.0,-15.64,323,-9.6,-15.19,-7.66,95.78,116.07,69.6,77.1,69.2,.421,.529,16.3,.381,.581,16.2,142.0,+2.44,132,2.5,2.83,1.19,103.06,99.13,69.5,67.8,68.2,.321,.510,15.3,.377,.527,17.7
23,2018-11-06,102,94,Arizona State,Cal State Fullerton,1,210.0,-4.15,191,-1.2,-3.29,-1.14,97.23,101.35,71.7,71.0,70.3,.308,.540,16.6,.333,.512,14.9,57.0,+11.55,60,7.4,10.28,6.04,109.51,94.53,77.6,73.4,72.5,.355,.543,16.1,.435,.525,16.7
24,2018-11-06,72,59,Oregon State,UC-Riverside,1,322.0,-15.09,307,-8.1,-11.12,-3.19,96.74,112.98,65.2,69.1,64.3,.416,.541,17.6,.364,.560,14.7,81.0,+8.33,88,5.2,7.84,4.29,111.98,100.40,73.4,69.8,67.2,.366,.560,15.9,.374,.529,15.3
25,2018-11-06,76,66,Wyoming,UC-Santa Barbara,0,172.0,-0.86,141,1.4,-1.62,-5.55,103.77,105.11,73.4,66.1,66.0,.327,.547,14.2,.360,.513,14.7,317.0,-13.86,330,-10.8,-9.75,0.19,93.40,106.30,65.8,75.3,70.2,.435,.534,18.6,.407,.551,15.1
26,2018-11-06,68,55,Missouri,Central Arkansas,1,302.0,-11.44,306,-8.0,-11.37,-4.81,96.60,111.29,72.2,75.7,72.0,.412,.537,17.7,.403,.540,15.9,68.0,+9.78,83,5.5,8.60,9.16,107.58,94.57,67.2,67.8,66.1,.412,.534,18.2,.407,.534,16.0
27,2018-11-06,75,68,Hartford,Central Connecticut,0,,,,,,,,,,,,,,,,,,194.0,-2.32,179,-0.8,-3.95,-4.89,105.28,109.86,75.1,72.9,68.0,.454,.574,15.7,.399,.551,17.0
28,2018-11-06,80,69,Charlotte,Chattanooga,0,266.0,-8.29,256,-4.9,-7.87,-0.76,99.15,109.10,70.9,74.3,69.5,.423,.540,16.3,.354,.546,14.1,297.0,-11.16,314,-8.8,-8.34,-0.89,94.49,106.13,61.2,68.7,65.8,.426,.525,19.8,.423,.549,15.8
29,2018-11-06,104,55,Indiana,Chicago State,1,351.0,-28.26,353,-21.6,-24.83,0.67,85.27,118.66,61.6,84.7,72.0,.269,.486,20.2,.437,.590,14.6,52.0,+13.73,45,9.0,13.82,10.10,110.48,90.68,71.5,67.8,68.3,.336,.535,15.6,.382,.507,15.8
30,2018-11-06,83,63,Davidson,Cleveland State,1,278.0,-9.70,299,-7.0,-7.96,-1.52,99.75,110.11,74.2,78.6,71.4,.447,.545,16.3,.399,.545,14.6,85.0,+7.78,79,5.8,6.38,1.96,108.24,98.29,70.9,65.6,66.1,.466,.562,15.0,.438,.513,14.9
31,2018-11-06,81,78,NJIT,Colgate,1,126.0,+4.60,131,2.6,1.23,-3.83,107.51,105.18,75.7,70.2,67.8,.409,.585,16.8,.405,.532,15.5,183.0,-1.54,177,-0.8,-3.63,-4.74,99.36,103.71,70.6,68.6,69.2,.373,.547,15.7,.376,.516,16.0
32,2018-11-06,85,63,Wisconsin,Coppin State,1,342.0,-20.33,341,-13.7,-18.90,-7.11,84.98,110.45,64.2,76.0,71.9,.460,.492,20.5,.401,.534,14.6,16.0,+21.94,17,14.3,17.90,11.01,112.42,85.73,68.6,61.7,64.8,.346,.531,13.0,.350,.479,15.0
33,2018-11-06,86,75,Binghamton,Cornell,0,221.0,-4.99,240,-4.0,-6.12,-2.02,96.94,105.35,69.3,71.3,69.6,.429,.546,17.4,.339,.522,15.5,332.0,-16.74,326,-9.8,-13.92,-4.69,93.23,113.43,65.2,72.0,67.3,.428,.523,16.6,.390,.538,14.7
34,2018-11-06,73,67,Maryland,Delaware,1,265.0,-8.28,260,-5.2,-7.91,-4.82,102.64,113.29,71.3,72.1,64.7,.413,.567,15.4,.379,.543,13.1,24.0,+19.29,26,12.0,16.01,10.09,114.24,90.84,71.4,65.5,66.6,.370,.550,16.5,.394,.493,12.3
35,2018-11-06,81,56,East Carolina,Delaware State,1,352.0,-29.31,352,-18.9,-26.82,-10.13,80.02,115.64,63.1,76.5,72.6,.402,.446,16.5,.392,.553,17.2,264.0,-8.24,278,-6.2,-5.49,1.31,97.49,104.73,67.4,74.2,69.9,.304,.499,16.6,.371,.547,16.9
36,2018-11-06,89,76,Western Michigan,Detroit,1,,,,,,,,,,,,,,,,,,255.0,-7.82,261,-5.3,-6.26,1.48,97.73,105.94,70.2,76.2,70.2,.397,.524,18.6,.386,.544,13.6
37,2018-11-06,74,68,Georgia State,East Tennessee State,1,80.0,+8.48,71,6.5,5.21,-1.79,108.44,100.20,79.6,69.7,70.2,.367,.572,16.9,.407,.539,18.3,124.0,+4.85,111,3.5,2.44,0.65,106.08,101.81,76.4,73.3,71.3,.436,.565,14.5,.451,.530,17.9
38,2018-11-06,71,59,Texas,Eastern Illinois,1,307.0,-11.94,305,-7.6,-11.81,-5.01,97.61,113.13,71.8,76.8,69.0,.384,.530,16.4,.406,.559,16.2,25.0,+19.11,28,11.8,16.06,11.46,114.59,90.80,71.0,66.4,66.4,.435,.537,14.1,.358,.517,16.5
39,2018-11-06,62,56,Manhattan,Elon,0,309.0,-12.41,311,-8.5,-11.53,-3.56,96.60,112.01,70.8,76.4,69.0,.506,.547,16.6,.398,.556,13.5,323.0,-15.15,316,-9.0,-12.89,-7.32,86.61,105.07,57.3,62.8,62.8,.411,.492,20.7,.418,.551,20.6
40,2018-11-06,65,50,Jacksonville,Florida A&M,0,318.0,-13.89,325,-9.7,-13.57,-8.09,86.57,105.05,62.2,66.4,67.1,.298,.513,21.0,.372,.525,19.0,247.0,-7.41,255,-4.7,-8.27,-4.74,96.11,106.83,74.5,75.1,73.3,.330,.535,17.2,.348,.540,16.3
41,2018-11-06,74,66,Illinois State,Florida Gulf Coast,1,213.0,-4.52,253,-4.6,-5.11,-1.48,99.23,105.54,71.3,73.8,71.1,.405,.552,18.8,.407,.542,17.0,205.0,-3.45,217,-2.9,-2.06,0.25,101.01,103.33,68.4,70.1,67.9,.389,.526,16.3,.407,.542,16.0
42,2018-11-06,69,57,Virginia Commonwealth,Gardner-Webb,1,163.0,-0.04,140,2.0,-2.61,-4.43,104.02,106.94,77.7,70.5,68.5,.366,.587,15.0,.453,.519,16.5,42.0,+14.89,41,10.0,11.96,2.87,104.02,86.24,71.0,61.9,69.0,.412,.535,17.3,.332,.478,20.0
43,2018-11-06,79,74,South Dakota State,Grand Canyon,1,111.0,+5.49,113,3.4,3.85,-1.49,105.71,99.76,75.3,69.2,69.6,.387,.551,15.0,.355,.529,17.3,92.0,+7.46,82,5.5,5.92,-4.74,111.93,103.54,84.5,73.5,72.8,.408,.615,14.6,.477,.524,14.2
44,2018-11-06,86,68,UC-Irvine,Idaho,1,348.0,-23.78,346,-14.9,-18.74,-6.19,92.43,119.10,67.9,76.9,67.9,.384,.542,17.8,.434,.551,12.0,73.0,+9.16,85,5.5,5.70,-2.30,105.56,96.14,72.3,63.6,66.2,.325,.543,15.2,.338,.480,14.6
45,2018-11-06,84,67,Notre Dame,Illinois-Chicago,1,196.0,-2.78,216,-2.8,-3.15,-1.99,99.25,102.47,74.7,74.5,71.5,.455,.561,17.6,.378,.528,15.5,97.0,+6.95,95,4.8,7.97,8.28,109.57,98.00,68.7,69.0,66.4,.437,.502,11.9,.367,.514,14.0
46,2018-11-06,87,37,Texas Tech,Incarnate Word,1,346.0,-23.06,348,-15.6,-18.93,-5.11,93.84,120.49,65.9,76.0,66.6,.333,.571,22.0,.397,.596,17.4,5.0,+30.03,6,18.8,22.79,9.53,115.44,81.30,72.8,59.5,67.6,.360,.567,15.8,.403,.475,19.8
47,2018-11-06,86,69,Ball State,Indiana State,1,208.0,-3.99,230,-3.6,-2.72,0.62,100.77,103.83,69.2,71.5,69.2,.286,.533,16.6,.374,.552,17.3,133.0,+3.91,126,2.9,3.39,1.21,103.58,98.22,75.1,71.6,71.7,.328,.556,17.7,.349,.504,15.4
48,2018-11-06,82,69,Xavier,IUPUI,1,191.0,-2.07,199,-1.6,-2.72,-3.04,101.31,104.25,76.0,73.6,71.6,.353,.545,16.7,.394,.548,17.2,65.0,+10.60,65,6.9,9.61,8.06,112.30,98.11,72.2,70.6,66.5,.374,.553,16.5,.422,.531,13.7
49,2018-11-06,75,67,Temple,La Salle,1,228.0,-5.39,222,-3.2,-3.61,1.29,98.74,102.72,67.5,72.4,69.5,.435,.512,17.6,.332,.552,17.4,69.0,+9.72,69,6.6,8.17,4.93,109.29,97.17,74.7,71.5,70.5,.374,.534,13.8,.383,.535,18.0
50,2018-11-06,85,61,Monmouth,Lehigh,0,169.0,-0.79,161,0.3,-2.34,-4.46,105.80,108.76,80.0,77.8,72.5,.383,.599,16.8,.425,.536,13.6,295.0,-10.89,283,-6.4,-10.66,-4.83,90.09,104.57,65.3,71.1,68.5,.295,.501,18.0,.514,.550,18.5
51,2018-11-06,75,66,Jackson State,Louisiana-Monroe,0,140.0,+2.90,143,1.4,0.81,-1.96,111.07,108.78,79.2,75.3,69.2,.439,.583,14.3,.391,.550,15.3,319.0,-14.40,324,-9.7,-14.60,-9.33,86.27,105.53,61.7,65.8,67.4,.312,.479,17.5,.369,.528,18.3
52,2018-11-06,71,58,Wichita State,Louisiana Tech,0,141.0,+2.88,144,1.4,0.95,-2.31,103.50,101.31,72.3,67.7,68.0,.392,.529,14.6,.392,.521,17.0,66.0,+10.10,77,6.0,7.72,5.91,106.25,94.43,70.5,68.7,69.3,.391,.504,14.7,.373,.515,15.4
53,2018-11-06,76,55,St. John's (NY),Loyola (MD),1,270.0,-8.72,267,-5.4,-9.13,-4.60,98.31,110.40,72.9,77.4,70.4,.336,.548,17.3,.355,.590,18.2,88.0,+7.61,76,6.2,7.88,5.50,109.56,98.26,77.1,74.8,72.6,.385,.548,13.0,.422,.545,18.5
54,2018-11-06,63,50,Denver,Maine,1,338.0,-18.68,328,-10.3,-15.11,-4.21,90.54,112.85,62.1,71.0,64.6,.374,.512,19.1,.477,.578,17.5,312.0,-13.05,322,-9.5,-11.84,-2.97,97.65,113.80,69.5,77.3,69.1,.361,.537,17.4,.435,.585,14.3
55,2018-11-06,73,69,Army,Marist,1,276.0,-9.52,250,-4.6,-9.49,-7.53,97.57,110.60,67.3,69.3,65.6,.410,.549,16.9,.478,.560,17.1,242.0,-6.89,224,-3.2,-7.57,-4.73,94.23,103.85,70.9,72.0,71.7,.441,.520,14.7,.407,.549,17.2
56,2018-11-06,67,42,Marquette,Maryland-Baltimore County,1,230.0,-5.75,202,-2.0,-5.85,-5.85,94.01,101.78,67.5,64.0,65.8,.426,.530,16.5,.493,.533,20.7,33.0,+16.52,32,11.5,14.78,6.96,113.04,91.98,77.3,69.5,70.7,.417,.572,16.9,.356,.500,14.5
57,2018-11-06,68,53,Georgetown,Maryland-Eastern Shore,1,353.0,-29.42,351,-18.8,-24.21,-7.91,81.96,117.10,57.3,71.6,65.5,.358,.473,18.2,.444,.565,16.7,100.0,+6.45,96,4.7,6.80,5.31,108.96,99.42,79.5,78.1,73.2,.375,.551,15.7,.406,.533,14.3
58,2018-11-06,83,75,Massachusetts,Massachusetts-Lowell,1,258.0,-7.86,244,-4.2,-8.28,-6.95,101.11,112.41,76.8,75.6,71.9,.389,.570,17.2,.356,.539,15.7,236.0,-6.29,201,-1.9,-3.02,-0.18,103.29,107.39,70.7,73.6,68.4,.400,.538,17.5,.348,.555,14.9
59,2018-11-06,75,67,Alabama-Birmingham,Mercer,1,199.0,-3.06,187,-1.1,-2.86,-0.24,101.75,104.59,72.5,72.5,69.1,.380,.547,16.5,.470,.547,17.7,147.0,+1.70,170,-0.4,0.36,-1.52,105.52,104.00,70.6,67.7,66.6,.346,.536,14.8,.445,.526,15.7
60,2018-11-06,73,53,Boston College,Milwaukee,1,296.0,-11.00,296,-6.9,-8.90,-2.50,97.25,109.15,69.2,74.7,68.9,.380,.521,15.6,.451,.547,13.4,127.0,+4.52,115,3.4,5.83,7.76,108.37,99.72,70.8,72.8,68.4,.380,.521,15.2,.405,.521,14.2
61,2018-11-06,106,37,Nebraska,Mississippi Valley State,1,350.0,-24.63,349,-15.7,-22.47,-6.99,86.00,116.37,64.3,78.1,70.6,.288,.461,15.7,.377,.561,15.0,47.0,+14.35,40,10.2,14.85,11.31,114.67,93.59,71.8,67.3,67.2,.375,.525,12.3,.343,.511,16.5
62,2018-11-06,76,45,Loyola (IL),Missouri-Kansas City,1,238.0,-6.45,264,-5.4,-6.61,-1.55,98.34,107.07,69.4,73.2,68.6,.406,.535,15.9,.363,.562,18.3,131.0,+4.18,117,3.2,3.99,-0.16,104.63,98.04,65.6,60.8,63.7,.334,.573,17.3,.391,.532,18.7
63,2018-11-06,105,55,North Carolina State,Mount St. Mary's,1,324.0,-15.28,321,-9.5,-14.57,-6.02,91.63,111.16,67.5,73.7,69.5,.412,.513,16.8,.389,.547,15.8,41.0,+14.98,29,11.7,14.94,6.22,114.59,94.04,80.1,71.3,71.8,.358,.547,14.6,.343,.532,18.8
64,2018-11-06,67,44,Old Dominion,Navy,1,280.0,-9.88,288,-6.6,-10.09,-4.00,94.25,107.65,66.5,72.6,68.3,.368,.504,17.6,.429,.553,14.8,113.0,+5.45,109,3.6,3.74,-1.18,100.39,93.82,65.7,60.8,65.6,.373,.499,15.0,.405,.489,16.3
65,2018-11-06,104,76,Minnesota,Omaha,1,164.0,-0.20,163,0.1,-2.32,-3.39,108.12,110.61,78.8,76.7,70.0,.360,.568,12.0,.440,.575,15.4,46.0,+14.35,53,8.1,12.52,11.27,111.51,93.38,70.6,69.4,67.9,.296,.521,14.6,.339,.523,14.7
66,2018-11-06,87,84,Cal State Northridge,New Mexico,0,188.0,-1.85,182,-0.9,-0.55,1.61,103.22,103.12,76.3,76.7,74.5,.438,.536,16.6,.337,.543,16.2,253.0,-7.74,279,-6.3,-6.54,-3.39,103.14,111.71,76.5,79.4,72.1,.308,.536,14.5,.358,.550,14.7
67,2018-11-06,91,74,Samford,North Alabama,1,284.0,-10.02,318,-9.2,-11.00,-1.69,92.53,106.60,67.0,73.7,71.1,.421,.486,16.5,.370,.552,16.1,144.0,+1.88,155,0.6,0.69,-2.03,104.61,102.87,78.3,75.4,71.2,.352,.570,17.0,.442,.525,15.7
68,2018-11-06,74,66,North Carolina A&T,North Carolina-Greensboro,0,87.0,+7.63,80,5.7,4.08,-0.90,105.03,98.52,76.1,67.9,69.9,.375,.548,14.5,.387,.536,20.6,300.0,-11.32,294,-6.7,-11.24,-9.88,93.77,108.51,70.0,69.0,67.9,.361,.545,16.9,.370,.519,17.6
69,2018-11-06,97,93,Campbell,North Carolina-Wilmington,1,272.0,-9.31,263,-5.3,-8.10,-2.04,102.95,113.74,76.2,80.9,70.2,.375,.545,15.9,.430,.584,13.0,181.0,-1.49,166,-0.2,-3.62,-4.39,106.61,110.46,75.6,70.5,68.0,.478,.571,13.4,.414,.556,17.6
70,2018-11-06,73,56,New Mexico State,North Dakota State,1,202.0,-3.20,193,-1.5,-4.01,-2.07,105.13,109.98,73.0,72.6,66.8,.472,.576,14.2,.353,.554,13.0,53.0,+13.62,56,7.9,10.05,-2.38,113.05,97.79,78.1,64.5,68.3,.467,.562,14.7,.401,.520,17.5
71,2018-11-06,84,50,Missouri State,Oral Roberts,1,290.0,-10.54,301,-7.3,-9.34,-1.91,100.67,113.25,72.3,77.6,69.1,.392,.549,17.5,.397,.570,13.0,171.0,-0.85,172,-0.4,-1.20,-1.03,102.85,103.23,68.9,67.4,66.5,.379,.548,16.1,.368,.558,19.2
72,2018-11-06,74,65,SIU-Edwardsville,Pacific,0,216.0,-4.56,228,-3.5,-2.46,1.97,99.72,103.58,66.8,70.0,66.7,.337,.531,17.4,.434,.574,17.8,,,,,,,,,,,,,,,,,
73,2018-11-06,72,71,George Mason,Pennsylvania,0,130.0,+4.21,118,3.2,2.04,-0.76,102.17,98.73,72.6,68.3,69.1,.444,.548,16.1,.328,.513,16.8,156.0,+0.56,147,1.2,0.84,0.08,103.63,101.50,70.1,69.4,68.1,.343,.537,16.6,.391,.528,16.0
74,2018-11-06,85,73,College of Charleston,Presbyterian,1,179.0,-1.32,168,-0.2,-3.56,-5.35,106.43,110.24,78.3,72.5,69.6,.481,.570,12.7,.418,.549,16.6,123.0,+4.87,122,3.1,2.36,-2.95,107.41,102.77,74.3,68.6,66.3,.367,.581,14.1,.431,.548,16.9
75,2018-11-06,84,70,Central Florida,Rider,1,212.0,-4.44,181,-0.9,-4.96,-6.51,98.94,105.82,76.8,75.3,74.1,.344,.529,15.6,.434,.562,20.2,34.0,+16.51,36,10.5,13.37,5.58,111.75,92.00,72.3,64.5,67.3,.356,.557,15.5,.384,.482,15.3
76,2018-11-06,83,62,Southern California,Robert Morris,1,269.0,-8.72,238,-3.9,-9.41,-7.62,92.70,105.14,69.9,68.7,68.2,.396,.534,18.1,.380,.554,20.0,82.0,+8.25,84,5.5,8.23,4.96,110.26,98.16,76.3,73.0,71.0,.360,.546,14.5,.387,.519,15.7
77,2018-11-06,93,81,Holy Cross,Sacred Heart,1,240.0,-6.81,232,-3.6,-7.88,-8.11,100.92,111.22,79.9,78.4,74.0,.354,.564,17.0,.382,.546,14.5,239.0,-6.81,231,-3.6,-6.43,-4.01,99.29,108.01,67.2,69.6,65.0,.365,.544,14.7,.434,.564,19.1
78,2018-11-06,82,67,Buffalo,Saint Francis (PA),1,261.0,-8.04,219,-3.0,-8.74,-6.16,100.88,112.42,76.3,76.1,70.8,.356,.532,14.5,.390,.559,15.5,22.0,+19.85,24,12.6,15.56,2.62,114.89,93.68,84.4,70.8,74.5,.436,.561,13.8,.363,.509,18.1
79,2018-11-06,76,42,UC-Davis,San Francisco,0,67.0,+9.93,62,7.1,8.56,1.13,111.99,98.83,76.1,67.8,67.3,.393,.556,13.1,.332,.520,15.3,252.0,-7.61,257,-5.0,-6.26,-1.50,95.01,103.44,65.7,68.6,67.0,.370,.531,17.7,.377,.551,19.0
80,2018-11-06,96,74,Stanford,Seattle,1,190.0,-1.99,204,-2.2,-1.47,-3.85,100.58,102.05,73.3,69.2,69.7,.330,.535,15.1,.331,.509,14.3,112.0,+5.47,121,3.1,6.03,5.13,103.70,95.23,72.7,71.8,71.8,.366,.540,18.3,.273,.511,15.0
81,2018-11-06,77,67,Providence,Siena,1,267.0,-8.38,251,-4.6,-7.90,-6.47,99.79,110.88,64.6,66.0,61.5,.477,.536,13.9,.359,.549,15.8,79.0,+8.65,75,6.3,8.29,6.71,105.97,93.67,71.4,69.8,68.8,.350,.519,16.0,.374,.533,17.7
82,2018-11-06,65,52,South Carolina,USC Upstate,1,,,,,,,,,,,,,,,,,,70.0,+9.55,78,6.0,8.34,9.63,106.94,94.47,72.7,72.4,71.2,.347,.520,16.2,.395,.535,18.0
83,2018-11-06,75,65,Saint Louis,Southeast Missouri State,1,308.0,-12.22,313,-8.7,-11.32,-4.39,95.04,109.93,71.5,76.7,70.2,.397,.539,17.9,.417,.554,15.4,106.0,+6.02,99,4.5,5.06,2.23,101.73,93.52,66.6,63.8,67.0,.329,.492,16.0,.376,.509,17.1
84,2018-11-06,82,62,Alabama,Southern,1,335.0,-17.91,334,-11.8,-16.79,-7.37,90.49,113.41,64.9,73.8,68.3,.318,.522,20.4,.359,.581,19.4,64.0,+10.68,67,6.9,9.45,9.01,108.68,95.06,72.0,71.6,69.8,.369,.533,16.8,.327,.521,14.7
